feature	factor	value	view
KTN1	Factor1	0.18556263454278862	Human transcriptome
KXD1	Factor1	1.6982464852133475e-6	Human transcriptome
KYAT3	Factor1	0.036285072511481255	Human transcriptome
KYNU	Factor1	1.8022235286956164e-6	Human transcriptome
L2HGDH	Factor1	2.9925185758511274e-6	Human transcriptome
L3HYPDH	Factor1	2.5603511418012934e-5	Human transcriptome
L3MBTL2	Factor1	2.704056859322447e-7	Human transcriptome
L3MBTL3	Factor1	-2.517519378097864e-5	Human transcriptome
LACC1	Factor1	1.0038270571000389e-6	Human transcriptome
LACTB	Factor1	-1.554556571313497e-6	Human transcriptome
LACTB2	Factor1	1.7453529520942958e-6	Human transcriptome
LAD1	Factor1	-3.251037197608188e-7	Human transcriptome
LAGE3	Factor1	5.275062217238648e-6	Human transcriptome
LAIR1	Factor1	2.297353746299441e-8	Human transcriptome
LAMA2	Factor1	-7.372193728953428e-7	Human transcriptome
LAMA3	Factor1	-1.867041760873738e-5	Human transcriptome
LAMA4	Factor1	-3.1604079003879327e-6	Human transcriptome
LAMA5	Factor1	2.1979649789929422e-4	Human transcriptome
LAMB1	Factor1	0.0019306314126694823	Human transcriptome
LAMB2	Factor1	0.0020571999643798186	Human transcriptome
LAMB3	Factor1	-1.4885360046157972e-5	Human transcriptome
LAMC1	Factor1	0.04926848271170751	Human transcriptome
LAMC2	Factor1	9.192754399330833e-4	Human transcriptome
LAMC3	Factor1	5.551688180255646e-7	Human transcriptome
LAMP1	Factor1	6.638712974365773e-5	Human transcriptome
LAMP2	Factor1	0.04156736142981657	Human transcriptome
LAMP3	Factor1	3.604231320933107e-5	Human transcriptome
LAMTOR1	Factor1	2.7946587231168545e-6	Human transcriptome
LAMTOR2	Factor1	2.919270733415836e-7	Human transcriptome
LAMTOR3	Factor1	0.04758344573919171	Human transcriptome
LAMTOR4	Factor1	-3.0086896160043878e-06	Human transcriptome
LAMTOR5	Factor1	0.025117091210285585	Human transcriptome
LANCL1	Factor1	2.3408174536814008e-5	Human transcriptome
LANCL2	Factor1	-8.854998685990022e-6	Human transcriptome
LAP3	Factor1	1.0942569869610442e-5	Human transcriptome
LAPTM4A	Factor1	0.1615640495690706	Human transcriptome
LAPTM4B	Factor1	-3.164307100999533e-6	Human transcriptome
LAPTM5	Factor1	-1.409251663987827e-6	Human transcriptome
LARGE1	Factor1	1.294247854115924e-6	Human transcriptome
LARGE2	Factor1	3.153564263418388e-6	Human transcriptome
LARP1	Factor1	-5.245332294980089e-6	Human transcriptome
LARP1B	Factor1	1.5684094688418745e-5	Human transcriptome
LARP4	Factor1	5.902180037302161e-6	Human transcriptome
LARP4B	Factor1	-8.642098198100697e-6	Human transcriptome
LARP6	Factor1	-6.872431617273549e-7	Human transcriptome
LARP7	Factor1	3.242728877371145e-5	Human transcriptome
LARS	Factor1	0.12028974602646612	Human transcriptome
LARS2	Factor1	-1.1647713357890007e-5	Human transcriptome
LAS1L	Factor1	3.820649413953065e-6	Human transcriptome
LASP1	Factor1	-6.749517582479407e-5	Human transcriptome
LAT2	Factor1	1.0502399898563411e-5	Human transcriptome
LATS1	Factor1	-8.020932651682588e-6	Human transcriptome
LATS2	Factor1	1.8518270143485036e-6	Human transcriptome
LAX1	Factor1	2.385506505817979e-7	Human transcriptome
LBH	Factor1	1.6503936343322465e-5	Human transcriptome
LBR	Factor1	6.263294828633314e-5	Human transcriptome
LCA5	Factor1	9.169972283147982e-6	Human transcriptome
LCK	Factor1	1.1582513950318236e-6	Human transcriptome
LCLAT1	Factor1	2.0429872285817037e-6	Human transcriptome
LCMT1	Factor1	2.354178276115591e-6	Human transcriptome
LCMT2	Factor1	-5.5835955457602906e-8	Human transcriptome
LCN2	Factor1	-3.450913693463801e-8	Human transcriptome
LCNL1	Factor1	-1.1719484014566004e-6	Human transcriptome
LCOR	Factor1	0.026276407359361358	Human transcriptome
LCORL	Factor1	-1.5973419510509098e-6	Human transcriptome
LCP1	Factor1	6.597937256356503e-7	Human transcriptome
LCP2	Factor1	-2.967035863569276e-6	Human transcriptome
LDAH	Factor1	1.260668929402763e-6	Human transcriptome
LDB1	Factor1	-7.021712639324495e-6	Human transcriptome
LDHA	Factor1	0.005609810170871778	Human transcriptome
LDHB	Factor1	-1.8179401765974833e-6	Human transcriptome
LDLR	Factor1	-2.054203661007575e-5	Human transcriptome
LDLRAD3	Factor1	-2.5016302320045097e-8	Human transcriptome
LDLRAD4	Factor1	1.8137421474924487e-7	Human transcriptome
LDLRAP1	Factor1	-1.5502056217410026e-6	Human transcriptome
LDOC1	Factor1	-3.2901561069326892e-6	Human transcriptome
LDOC1L	Factor1	1.9025441795810966e-6	Human transcriptome
LEF1	Factor1	-3.1212013576510825e-6	Human transcriptome
LEMD2	Factor1	4.022862769956856e-6	Human transcriptome
LEMD3	Factor1	1.6225718942679845e-5	Human transcriptome
LENG8	Factor1	1.0596392670980185e-5	Human transcriptome
LENG9	Factor1	1.6675386195737692e-6	Human transcriptome
LEO1	Factor1	4.574716924152034e-6	Human transcriptome
LEPROT	Factor1	5.2884365460525724e-5	Human transcriptome
LEPROTL1	Factor1	0.04593677365142163	Human transcriptome
LETM1	Factor1	-6.711637947487311e-6	Human transcriptome
LETMD1	Factor1	7.934833892377546e-6	Human transcriptome
LFNG	Factor1	-5.006024631846096e-7	Human transcriptome
LGALS1	Factor1	0.10816020503036032	Human transcriptome
LGALS3	Factor1	0.023547235011667007	Human transcriptome
LGALS3BP	Factor1	2.9963835408041085e-4	Human transcriptome
LGALS7B	Factor1	-1.558258192395458e-6	Human transcriptome
LGALS8	Factor1	1.021580069791406e-4	Human transcriptome
LGALSL	Factor1	3.8569259643417514e-5	Human transcriptome
LGMN	Factor1	-1.386309962676999e-5	Human transcriptome
LGR4	Factor1	9.280577652951559e-5	Human transcriptome
LHFP	Factor1	-2.7550947413815703e-5	Human transcriptome
LHFPL2	Factor1	1.1197862429486734e-5	Human transcriptome
LHPP	Factor1	-1.3402253351755848e-8	Human transcriptome
LIAS	Factor1	-1.4320933807452108e-6	Human transcriptome
LIF	Factor1	4.2291026380667784e-5	Human transcriptome
LIFR	Factor1	-3.164009643286141e-5	Human transcriptome
LIG1	Factor1	-1.3410480770841419e-5	Human transcriptome
LIG3	Factor1	9.076169201467216e-7	Human transcriptome
LIG4	Factor1	0.012469853390981464	Human transcriptome
LILRA6	Factor1	1.5961533179206856e-7	Human transcriptome
LILRB3	Factor1	6.582587173748204e-7	Human transcriptome
LIMA1	Factor1	0.0016725761470954303	Human transcriptome
LIMCH1	Factor1	4.0512572705939515e-7	Human transcriptome
LIMD1	Factor1	-7.344807494339718e-7	Human transcriptome
LIMD2	Factor1	2.207942508664213e-5	Human transcriptome
LIMK1	Factor1	1.1633068302822629e-6	Human transcriptome
LIMK2	Factor1	-2.9512399513845053e-5	Human transcriptome
LIMS1	Factor1	-9.68668371835968e-6	Human transcriptome
LIMS2	Factor1	1.049736393571143e-6	Human transcriptome
LIN54	Factor1	1.8534609876330775e-4	Human transcriptome
LIN7A	Factor1	2.5502654705328222e-8	Human transcriptome
LIN7C	Factor1	0.036809147830437414	Human transcriptome
LINC-PINT	Factor1	-1.607214038937056e-6	Human transcriptome
LINC00094	Factor1	-1.1245824558424083e-6	Human transcriptome
LINC00116	Factor1	2.3014339384758957e-5	Human transcriptome
LINC00152	Factor1	-2.588439409399758e-7	Human transcriptome
LINC00174	Factor1	-3.988535211301906e-6	Human transcriptome
LINC00205	Factor1	-5.119918402279203e-7	Human transcriptome
LINC00294	Factor1	2.6246180080378653e-6	Human transcriptome
LINC00342	Factor1	-1.2344736115922352e-5	Human transcriptome
LINC00467	Factor1	2.066801828996326e-6	Human transcriptome
LINC00493	Factor1	6.565008587063855e-6	Human transcriptome
LINC00511	Factor1	-6.650714457024571e-8	Human transcriptome
LINC00578	Factor1	2.873124105329874e-6	Human transcriptome
LINC00641	Factor1	2.0317769404381354e-6	Human transcriptome
LINC00649	Factor1	9.223487580220016e-7	Human transcriptome
LINC00662	Factor1	0.011694279867415698	Human transcriptome
LINC00667	Factor1	-1.397021356993958e-6	Human transcriptome
LINC00839	Factor1	1.2975650068242452e-6	Human transcriptome
LINC00861	Factor1	-1.2533708201688308e-6	Human transcriptome
LINC00909	Factor1	4.962849576577575e-6	Human transcriptome
LINC00958	Factor1	2.962975805527184e-6	Human transcriptome
LINC00963	Factor1	-1.1666690525466737e-6	Human transcriptome
LINC00968	Factor1	2.005084494339773e-6	Human transcriptome
LINC00969	Factor1	4.672423298951072e-6	Human transcriptome
LINC00998	Factor1	1.1693456626282201e-4	Human transcriptome
LINC01128	Factor1	-3.154816330209372e-6	Human transcriptome
LINC01133	Factor1	9.422679383205588e-4	Human transcriptome
LINC01184	Factor1	1.5231921729909868e-5	Human transcriptome
LINC01272	Factor1	2.950480386736626e-7	Human transcriptome
LINC01278	Factor1	2.722969071531205e-6	Human transcriptome
LINC01291	Factor1	1.2663755534982634e-5	Human transcriptome
LINC01341	Factor1	2.490202382320154e-7	Human transcriptome
LINC01420	Factor1	0.014980951326211377	Human transcriptome
LINC01503	Factor1	3.845353470645539e-6	Human transcriptome
LINC01578	Factor1	5.612437068916434e-5	Human transcriptome
LINS1	Factor1	1.6096679747841446e-5	Human transcriptome
LIPA	Factor1	5.831746943230896e-5	Human transcriptome
LIPG	Factor1	-1.9817980013798527e-5	Human transcriptome
LIPH	Factor1	1.673342814969349e-7	Human transcriptome
LITAF	Factor1	1.4002602862751235e-4	Human transcriptome
LIX1L	Factor1	-8.309388672957509e-7	Human transcriptome
LLGL1	Factor1	1.1926350563572653e-6	Human transcriptome
LLGL2	Factor1	5.067901338007853e-6	Human transcriptome
LLPH	Factor1	2.841807316541657e-6	Human transcriptome
LMAN1	Factor1	0.09914123556418962	Human transcriptome
LMAN2	Factor1	-0.03652415178442862	Human transcriptome
LMAN2L	Factor1	-1.6302081097557823e-7	Human transcriptome
LMBR1	Factor1	-2.9261470547958646e-6	Human transcriptome
LMBR1L	Factor1	1.772595039672016e-5	Human transcriptome
LMBRD1	Factor1	6.743142254047417e-6	Human transcriptome
LMBRD2	Factor1	0.02047635054779196	Human transcriptome
LMCD1	Factor1	-6.7764066692061886e-6	Human transcriptome
LMF2	Factor1	-5.0189836579505735e-6	Human transcriptome
LMLN	Factor1	1.9935854970745095e-7	Human transcriptome
LMNA	Factor1	0.0013251632909654224	Human transcriptome
LMNB1	Factor1	-2.5577483770145695e-6	Human transcriptome
LMNB2	Factor1	-1.745606645272356e-5	Human transcriptome
LMO4	Factor1	0.039296175070272235	Human transcriptome
LMO7	Factor1	0.05178482499884646	Human transcriptome
LMOD1	Factor1	2.294619685820108e-7	Human transcriptome
LMTK2	Factor1	-7.684308713273914e-6	Human transcriptome
LNPEP	Factor1	-1.414659386590463e-6	Human transcriptome
LNPK	Factor1	0.02977043893650123	Human transcriptome
LNX1	Factor1	4.2572724829350064e-6	Human transcriptome
LNX2	Factor1	5.862429936092115e-6	Human transcriptome
LONP1	Factor1	-8.533932026853359e-6	Human transcriptome
LONP2	Factor1	3.844878655564978e-6	Human transcriptome
LONRF1	Factor1	1.8704711040549314e-5	Human transcriptome
LOX	Factor1	-1.7758971289339266e-6	Human transcriptome
LOXL1	Factor1	-6.190432298284985e-6	Human transcriptome
LOXL2	Factor1	1.2579170474274926e-5	Human transcriptome
LOXL3	Factor1	-2.6589279798902583e-7	Human transcriptome
LOXL4	Factor1	1.1852798999970884e-5	Human transcriptome
LPAR1	Factor1	1.7046495462259788e-6	Human transcriptome
LPAR2	Factor1	2.737135075897507e-6	Human transcriptome
LPAR3	Factor1	1.075468654900074e-6	Human transcriptome
LPAR5	Factor1	-5.86127813160001e-7	Human transcriptome
LPAR6	Factor1	0.029441903302564177	Human transcriptome
LPCAT1	Factor1	-3.004103085949747e-5	Human transcriptome
LPCAT2	Factor1	-8.886804350614091e-6	Human transcriptome
LPCAT3	Factor1	-2.0717121993186435e-6	Human transcriptome
LPCAT4	Factor1	1.684833359318475e-5	Human transcriptome
LPGAT1	Factor1	6.020063842027489e-7	Human transcriptome
LPIN1	Factor1	-7.658341455505564e-5	Human transcriptome
LPIN2	Factor1	5.202317551749706e-6	Human transcriptome
LPIN3	Factor1	-2.8456931853383695e-5	Human transcriptome
LPP	Factor1	6.075996010716771e-5	Human transcriptome
LPXN	Factor1	-1.650234866397112e-6	Human transcriptome
LRBA	Factor1	6.206381629515161e-6	Human transcriptome
LRCH1	Factor1	3.7050754836120503e-6	Human transcriptome
LRCH3	Factor1	4.8688587570189704e-6	Human transcriptome
LRCH4	Factor1	1.0242644816393327e-6	Human transcriptome
LRFN3	Factor1	-3.524031375840926e-6	Human transcriptome
LRFN4	Factor1	-1.0006396656362714e-7	Human transcriptome
LRG1	Factor1	4.8883403648778825e-6	Human transcriptome
LRIF1	Factor1	0.012651167258505482	Human transcriptome
LRIG1	Factor1	-4.5357606501105175e-7	Human transcriptome
LRIG2	Factor1	-5.416876660508466e-7	Human transcriptome
LRIG3	Factor1	3.8370462778025225e-5	Human transcriptome
LRMP	Factor1	-2.9456589239370827e-7	Human transcriptome
LRP1	Factor1	4.7720849108928286e-4	Human transcriptome
LRP10	Factor1	0.0023205587292648173	Human transcriptome
LRP12	Factor1	1.2075826683775058e-5	Human transcriptome
LRP3	Factor1	2.9107292121919652e-6	Human transcriptome
LRP4	Factor1	6.526432585087892e-6	Human transcriptome
LRP5	Factor1	4.917945574951103e-7	Human transcriptome
LRP6	Factor1	9.011747079482109e-7	Human transcriptome
LRP8	Factor1	-5.335819389720363e-6	Human transcriptome
LRPAP1	Factor1	-3.573651058013003e-6	Human transcriptome
LRPPRC	Factor1	1.6931798714882974e-5	Human transcriptome
LRR1	Factor1	5.293373928226509e-6	Human transcriptome
LRRC1	Factor1	-4.519581613485431e-6	Human transcriptome
LRRC14	Factor1	6.568371414898058e-6	Human transcriptome
LRRC20	Factor1	-1.2627977344196134e-6	Human transcriptome
LRRC28	Factor1	1.1309419432940499e-6	Human transcriptome
LRRC32	Factor1	2.14042824412432e-6	Human transcriptome
LRRC37A16P	Factor1	6.331374658278744e-7	Human transcriptome
LRRC37B	Factor1	-7.139297357962964e-7	Human transcriptome
LRRC40	Factor1	1.0683973831219341e-6	Human transcriptome
LRRC41	Factor1	6.246568270559753e-6	Human transcriptome
LRRC42	Factor1	-6.166411299940421e-7	Human transcriptome
LRRC45	Factor1	-2.387613183769567e-6	Human transcriptome
LRRC47	Factor1	1.2078341449763924e-5	Human transcriptome
LRRC57	Factor1	5.097470482178459e-6	Human transcriptome
LRRC58	Factor1	4.190519114476554e-5	Human transcriptome
LRRC59	Factor1	-8.412916698570073e-6	Human transcriptome
LRRC75A-AS1	Factor1	0.088255058242705	Human transcriptome
LRRC75B	Factor1	-3.0777837391678607e-6	Human transcriptome
LRRC8A	Factor1	-1.4452960072585642e-5	Human transcriptome
LRRC8B	Factor1	0.009967357522468186	Human transcriptome
LRRC8C	Factor1	1.91511094133711e-5	Human transcriptome
LRRC8D	Factor1	0.04050138938456438	Human transcriptome
LRRCC1	Factor1	7.301985527697417e-7	Human transcriptome
LRRFIP1	Factor1	6.829470350437248e-4	Human transcriptome
LRRFIP2	Factor1	1.4302209813691086e-5	Human transcriptome
LRRK1	Factor1	1.0601585434804022e-6	Human transcriptome
LRRK2	Factor1	-2.6674787989611412e-6	Human transcriptome
LRRN3	Factor1	2.807462053057875e-7	Human transcriptome
LRSAM1	Factor1	-4.41129835813465e-6	Human transcriptome
LRWD1	Factor1	3.98342902885779e-6	Human transcriptome
LSG1	Factor1	-2.7905970894449303e-06	Human transcriptome
LSM1	Factor1	7.3722958777456955e-6	Human transcriptome
LSM10	Factor1	1.6007316645206081e-6	Human transcriptome
LSM11	Factor1	2.024785261572146e-6	Human transcriptome
LSM12	Factor1	1.6193692370247265e-5	Human transcriptome
LSM14A	Factor1	1.1959933060483327e-5	Human transcriptome
LSM14B	Factor1	2.6392437906310056e-6	Human transcriptome
LSM2	Factor1	3.30809159740891e-5	Human transcriptome
LSM3	Factor1	6.809359352035954e-6	Human transcriptome
LSM4	Factor1	4.44942227766247e-6	Human transcriptome
LSM5	Factor1	2.0826571630822155e-5	Human transcriptome
LSM6	Factor1	2.140778270889604e-7	Human transcriptome
LSM7	Factor1	1.7173880003278424e-7	Human transcriptome
LSM8	Factor1	0.028585199731359583	Human transcriptome
LSP1	Factor1	5.497443330165511e-7	Human transcriptome
LSR	Factor1	2.855673263657895e-5	Human transcriptome
LSS	Factor1	-1.8781767876946648e-5	Human transcriptome
LST1	Factor1	5.368929431659753e-7	Human transcriptome
LTA4H	Factor1	1.886880547532727e-5	Human transcriptome
LTB	Factor1	7.761764066485885e-8	Human transcriptome
LTB4R	Factor1	-1.7325252348526784e-6	Human transcriptome
LTBP1	Factor1	-1.0950552427416548e-4	Human transcriptome
LTBP2	Factor1	-5.739659567240976e-4	Human transcriptome
LTBP3	Factor1	3.0703072812993516e-5	Human transcriptome
LTBP4	Factor1	-1.796124873057865e-4	Human transcriptome
LTBR	Factor1	-0.03510819992243454	Human transcriptome
LTN1	Factor1	0.04248686041118521	Human transcriptome
LTV1	Factor1	3.936685486654305e-6	Human transcriptome
LUC7L	Factor1	2.0785388460887787e-5	Human transcriptome
LUC7L2	Factor1	4.946449363040244e-6	Human transcriptome
LUC7L3	Factor1	1.9746326545761324e-4	Human transcriptome
LUCAT1	Factor1	2.69000341841307e-8	Human transcriptome
LUM	Factor1	-2.758578313229213e-7	Human transcriptome
LURAP1L	Factor1	2.988223625976841e-7	Human transcriptome
LUZP1	Factor1	-1.2860646823853653e-5	Human transcriptome
LXN	Factor1	-1.2077849797718951e-6	Human transcriptome
LY6E	Factor1	-1.4468103651376897e-4	Human transcriptome
LY6G6C	Factor1	-1.4711571506437408e-7	Human transcriptome
LY6K	Factor1	3.0862840803885237e-6	Human transcriptome
LY9	Factor1	2.662807382302943e-7	Human transcriptome
LYAR	Factor1	6.830991514236898e-7	Human transcriptome
LYL1	Factor1	8.184618893787004e-7	Human transcriptome
LYN	Factor1	1.163462974148076e-5	Human transcriptome
LYNX1	Factor1	-2.5979805170873667e-7	Human transcriptome
LYPD2	Factor1	-2.1838106896685014e-7	Human transcriptome
LYPD3	Factor1	-1.2340314442312494e-6	Human transcriptome
LYPD5	Factor1	1.1996275362664538e-5	Human transcriptome
LYPLA1	Factor1	0.05150097094528863	Human transcriptome
LYPLA2	Factor1	-7.509012425983538e-6	Human transcriptome
LYPLAL1	Factor1	4.508642960697525e-6	Human transcriptome
LYRM1	Factor1	3.5024326008280066e-5	Human transcriptome
LYRM2	Factor1	0.0169041771263527	Human transcriptome
LYRM4	Factor1	5.824168836178525e-6	Human transcriptome
LYRM5	Factor1	1.3827795546664869e-6	Human transcriptome
LYRM7	Factor1	0.012951640146782533	Human transcriptome
LYSMD2	Factor1	8.664052789928966e-8	Human transcriptome
LYSMD3	Factor1	0.03678512481646206	Human transcriptome
LYSMD4	Factor1	-1.7716233391703387e-6	Human transcriptome
LYST	Factor1	0.06387878550653892	Human transcriptome
LYZ	Factor1	-6.190944580617825e-7	Human transcriptome
LZIC	Factor1	0.029946184821684305	Human transcriptome
LZTFL1	Factor1	6.227949099274104e-5	Human transcriptome
LZTR1	Factor1	-1.0023812812312649e-6	Human transcriptome
LZTS2	Factor1	3.387964540635848e-6	Human transcriptome
M6PR	Factor1	5.383500133526824e-7	Human transcriptome
MACC1	Factor1	-1.024388060956369e-6	Human transcriptome
MACF1	Factor1	0.019452677257758847	Human transcriptome
MACROD1	Factor1	-5.55398201039813e-7	Human transcriptome
MAD2L1	Factor1	1.8259772086449496e-6	Human transcriptome
MAD2L1BP	Factor1	6.714155565268199e-6	Human transcriptome
MAD2L2	Factor1	7.3841556554063905e-6	Human transcriptome
MADD	Factor1	1.1232190262059077e-5	Human transcriptome
MAEA	Factor1	-1.7525234645640363e-5	Human transcriptome
MAF	Factor1	1.3749573240246488e-5	Human transcriptome
MAF1	Factor1	8.593214043741519e-5	Human transcriptome
MAFB	Factor1	-6.351233957374577e-6	Human transcriptome
MAFF	Factor1	1.70359260786939e-6	Human transcriptome
MAFG	Factor1	1.9262647548742722e-7	Human transcriptome
MAFK	Factor1	-1.409390436785592e-5	Human transcriptome
MAGED1	Factor1	-7.479205672075367e-6	Human transcriptome
MAGED2	Factor1	7.816093046418853e-6	Human transcriptome
MAGEF1	Factor1	-6.558990651986906e-7	Human transcriptome
MAGEH1	Factor1	9.391151378172729e-7	Human transcriptome
MAGI1	Factor1	-6.42361978908689e-6	Human transcriptome
MAGI2	Factor1	-1.457176731263048e-7	Human transcriptome
MAGI2-AS3	Factor1	-1.7423861958870722e-7	Human transcriptome
MAGI3	Factor1	-6.314844554451636e-6	Human transcriptome
MAGOH	Factor1	1.105045768297286e-6	Human transcriptome
MAGOHB	Factor1	1.0380898953188521e-6	Human transcriptome
MAGT1	Factor1	0.05477637866636875	Human transcriptome
MAK16	Factor1	3.928083018457307e-6	Human transcriptome
MAL	Factor1	-6.903056596293077e-4	Human transcriptome
MAL2	Factor1	-6.730602355901445e-8	Human transcriptome
MALAT1	Factor1	0.009407274707915183	Human transcriptome
MALL	Factor1	-1.2486829385784112e-6	Human transcriptome
MALSU1	Factor1	7.509026154260669e-6	Human transcriptome
MALT1	Factor1	2.509061661614933e-4	Human transcriptome
MAMDC2	Factor1	-3.507397313694005e-7	Human transcriptome
MAMDC4	Factor1	1.4866709622406522e-6	Human transcriptome
MAML1	Factor1	4.51235830415965e-7	Human transcriptome
MAML2	Factor1	-2.951734319131343e-7	Human transcriptome
MAML3	Factor1	4.425448170044796e-6	Human transcriptome
MAMLD1	Factor1	4.137365310994442e-6	Human transcriptome
MAN1A1	Factor1	-6.0605696260689776e-5	Human transcriptome
MAN1A2	Factor1	0.029349729494728596	Human transcriptome
MAN1B1	Factor1	-9.32195081460084e-6	Human transcriptome
MAN2A1	Factor1	5.514758628201887e-4	Human transcriptome
MAN2A2	Factor1	-1.2983250267624767e-6	Human transcriptome
MAN2B1	Factor1	6.139366208674081e-7	Human transcriptome
MAN2B2	Factor1	1.946454292402687e-6	Human transcriptome
MAN2C1	Factor1	3.6418713963480927e-6	Human transcriptome
MANBA	Factor1	-6.421854913860894e-6	Human transcriptome
MANBAL	Factor1	-3.454638892549909e-7	Human transcriptome
MANEA	Factor1	1.634658250023667e-5	Human transcriptome
MANF	Factor1	1.1192187195991787e-6	Human transcriptome
MANSC1	Factor1	-8.82391174397357e-6	Human transcriptome
MAOA	Factor1	-8.212717350491192e-5	Human transcriptome
MAP1A	Factor1	1.95128963412829e-6	Human transcriptome
MAP1B	Factor1	2.4408857527601775e-5	Human transcriptome
MAP1LC3A	Factor1	-9.685547758892643e-8	Human transcriptome
MAP1LC3B	Factor1	1.9757818166096287e-4	Human transcriptome
MAP1S	Factor1	-1.0414237863756346e-7	Human transcriptome
MAP2	Factor1	2.292988708716401e-4	Human transcriptome
MAP2K1	Factor1	-2.7943940200513357e-5	Human transcriptome
MAP2K2	Factor1	-4.224448075710581e-5	Human transcriptome
MAP2K3	Factor1	-1.0396802265292083e-5	Human transcriptome
MAP2K4	Factor1	1.1742297413618392e-5	Human transcriptome
MAP2K5	Factor1	-3.3541259982214545e-5	Human transcriptome
MAP2K6	Factor1	-1.9411893404147438e-6	Human transcriptome
MAP2K7	Factor1	3.2169268288027116e-7	Human transcriptome
MAP3K1	Factor1	9.446730829677358e-6	Human transcriptome
MAP3K10	Factor1	-5.159559201728359e-7	Human transcriptome
MAP3K11	Factor1	2.1826030367083183e-6	Human transcriptome
MAP3K12	Factor1	-8.989280017965153e-6	Human transcriptome
MAP3K13	Factor1	3.884073801440462e-6	Human transcriptome
MAP3K14	Factor1	-6.415278574337243e-6	Human transcriptome
MAP3K14-AS1	Factor1	3.332667052325934e-6	Human transcriptome
MAP3K2	Factor1	0.0861168416628061	Human transcriptome
MAP3K3	Factor1	4.4423004894498255e-6	Human transcriptome
MAP3K4	Factor1	2.3900421020008376e-4	Human transcriptome
MAP3K5	Factor1	-4.510944239428324e-6	Human transcriptome
MAP3K6	Factor1	4.117444673640823e-6	Human transcriptome
MAP3K7	Factor1	6.160010342170616e-6	Human transcriptome
MAP3K7CL	Factor1	-1.5614645106341996e-5	Human transcriptome
MAP3K8	Factor1	-4.1236426616584803e-7	Human transcriptome
MAP3K9	Factor1	3.1983919448310486e-5	Human transcriptome
MAP4	Factor1	7.425698009506155e-6	Human transcriptome
MAP4K1	Factor1	7.130679901469656e-7	Human transcriptome
MAP4K2	Factor1	-2.955240851395966e-5	Human transcriptome
MAP4K3	Factor1	1.1972001241949513e-5	Human transcriptome
MAP4K4	Factor1	-2.455848165746539e-4	Human transcriptome
MAP4K5	Factor1	4.300477964979008e-5	Human transcriptome
MAP7	Factor1	2.829922689952376e-5	Human transcriptome
MAP7D1	Factor1	-1.039460848814547e-6	Human transcriptome
MAP7D3	Factor1	-4.7775603162101915e-6	Human transcriptome
MAP9	Factor1	1.8233621977656587e-6	Human transcriptome
MAPK1	Factor1	-2.8873126640796724e-6	Human transcriptome
MAPK10	Factor1	-3.057330574492917e-6	Human transcriptome
MAPK11	Factor1	7.908524485509435e-7	Human transcriptome
MAPK12	Factor1	-6.857805507981837e-6	Human transcriptome
MAPK13	Factor1	-1.2891447315125932e-6	Human transcriptome
MAPK14	Factor1	1.535002341919538e-6	Human transcriptome
MAPK1IP1L	Factor1	1.1107264995115942e-5	Human transcriptome
MAPK3	Factor1	-3.31462367869312e-5	Human transcriptome
MAPK6	Factor1	0.08821778237684834	Human transcriptome
MAPK7	Factor1	-7.511374107578732e-6	Human transcriptome
MAPK8	Factor1	0.027981146778031606	Human transcriptome
MAPK8IP3	Factor1	1.3623837354891876e-6	Human transcriptome
MAPK9	Factor1	-1.0623876353518413e-6	Human transcriptome
MAPKAP1	Factor1	9.339532063759396e-6	Human transcriptome
MAPKAPK2	Factor1	-3.5890311532615795e-6	Human transcriptome
MAPKAPK3	Factor1	-3.072888797640095e-5	Human transcriptome
MAPKAPK5	Factor1	1.7535595250148102e-6	Human transcriptome
MAPKAPK5-AS1	Factor1	3.0637141874180267e-6	Human transcriptome
MAPKBP1	Factor1	-2.967380251782396e-5	Human transcriptome
MAPRE1	Factor1	3.0637071711296666e-6	Human transcriptome
MAPRE2	Factor1	-7.44887697504943e-6	Human transcriptome
MARC2	Factor1	-2.6432479637633063e-6	Human transcriptome
MARCH1	Factor1	4.362647987790111e-6	Human transcriptome
MARCH2	Factor1	2.5532778966433067e-6	Human transcriptome
MARCH4	Factor1	5.915005731913502e-7	Human transcriptome
MARCH5	Factor1	6.480008239926074e-6	Human transcriptome
MARCH6	Factor1	7.236512002797912e-5	Human transcriptome
MARCH7	Factor1	0.08074461276274608	Human transcriptome
MARCH8	Factor1	-7.101802654148582e-6	Human transcriptome
MARCH9	Factor1	-5.5677371805672764e-6	Human transcriptome
MARCKS	Factor1	0.0014020511969220814	Human transcriptome
MARCKSL1	Factor1	-5.073804483724404e-6	Human transcriptome
MARK2	Factor1	-1.1079272049997637e-5	Human transcriptome
MARK3	Factor1	1.0777904087971852e-5	Human transcriptome
MARK4	Factor1	-6.1619136245839705e-6	Human transcriptome
MARS	Factor1	-3.1010256633404023e-6	Human transcriptome
MARS2	Factor1	1.7712768167463697e-6	Human transcriptome
MARVELD1	Factor1	8.686004820491402e-6	Human transcriptome
MARVELD2	Factor1	6.271302715568401e-6	Human transcriptome
MARVELD3	Factor1	4.137616888574706e-6	Human transcriptome
MASP1	Factor1	-6.065917095471867e-7	Human transcriptome
MAST2	Factor1	3.955398627601772e-7	Human transcriptome
MAST3	Factor1	-2.48429969391581e-7	Human transcriptome
MAST4	Factor1	-5.9610770717222526e-05	Human transcriptome
